cod_distrito,año,area_inversion,total_invertido
20.0,2019,Infraestructuras,294584.36
20.0,2019,Inversiones de carácter general,114583353.86
20.0,2019,Mantenimiento urbano,1062324.96
20.0,2019,Medio ambiente,9522685.760000002
20.0,2019,Otros bienes públicos de carácter social,3105.78
20.0,2019,Protección Civil y seguridad ciudadana,237438.54
20.0,2019,Protección y promoción social,75581.6
20.0,2019,Salud pública,142383.36
20.0,2019,"Tráfico, estacionamiento y transporte público",0.0
20.0,2019,Urbanismo,17689533.54
20.0,2020,Cultura,266156.1
20.0,2020,"Deportes, juventud y esparcimiento",8238023.92
20.0,2020,Educación,495835.26
20.0,2020,Infraestructuras,869975.32
20.0,2020,Inversiones de carácter general,7693318.72
20.0,2020,Mantenimiento urbano,3052311.6799999997
20.0,2020,Medio ambiente,1462072.34
20.0,2020,Otros bienes públicos de carácter social,148964.12
20.0,2020,Protección y promoción social,1703115.32
20.0,2020,Salud pública,67388.02
20.0,2020,"Tráfico, estacionamiento y transporte público",0.0
20.0,2020,Urbanismo,2249399.56
20.0,2021,Cultura,1657419.88
20.0,2021,"Deportes, juventud y esparcimiento",4468291.18
20.0,2021,Educación,1161559.4
20.0,2021,Infraestructuras,213940.06
20.0,2021,Inversiones de carácter general,2536768.76
20.0,2021,Mantenimiento urbano,5735400.02
20.0,2021,Medio ambiente,2706374.78
20.0,2021,Otros bienes públicos de carácter económico,2011482.86
20.0,2021,Otros bienes públicos de carácter social,837.32
20.0,2021,Protección Civil y seguridad ciudadana,32809.78
20.0,2021,Protección y promoción social,5403695.5
20.0,2021,Salud pública,82156.06
20.0,2021,"Tráfico, estacionamiento y transporte público",0.0
20.0,2021,Urbanismo,2956302.78
20.0,2022,Cultura,3977648.52
20.0,2022,"Deportes, juventud y esparcimiento",7746678.44
20.0,2022,Educación,7579501.3
20.0,2022,Infraestructuras,0.0
20.0,2022,Inversiones de carácter general,127046.56
20.0,2022,Mantenimiento urbano,9768640.94
20.0,2022,Medio ambiente,2287758.54
20.0,2022,Otros bienes públicos de carácter económico,6195657.94
20.0,2022,Otros bienes públicos de carácter social,7223.62
20.0,2022,Protección Civil y seguridad ciudadana,15999.36
20.0,2022,Protección y promoción social,5434867.64
20.0,2022,Salud pública,17508.68
20.0,2022,Sectores productivos,304456.38
20.0,2022,"Tráfico, estacionamiento y transporte público",0.0
20.0,2022,Urbanismo,6191372.4
21.0,2012,Cultura,244762.64
21.0,2012,"Deportes, juventud y esparcimiento",189179.28
21.0,2012,Educación,700612.78
21.0,2012,Inversiones de carácter general,4298131.36
21.0,2012,Mantenimiento urbano,770252.38
21.0,2012,Medio ambiente,0.0
21.0,2012,Protección y promoción social,29670.64
21.0,2012,Urbanismo,4825768.58
21.0,2013,Cultura,288019.22
21.0,2013,"Deportes, juventud y esparcimiento",364961.52
21.0,2013,Educación,991290.74
21.0,2013,Inversiones de carácter general,2398359.9
21.0,2013,Mantenimiento urbano,539535.66
21.0,2013,Medio ambiente,119745.42
21.0,2013,Protección Civil y seguridad ciudadana,2606.0
21.0,2013,Protección y promoción social,51273.78
21.0,2013,Urbanismo,912464.66
21.0,2014,Cultura,659549.26
21.0,2014,"Deportes, juventud y esparcimiento",313641.84
21.0,2014,Educación,614774.54
21.0,2014,Inversiones de carácter general,70211.64
21.0,2014,Mantenimiento urbano,438322.18
21.0,2014,Medio ambiente,23474.0
21.0,2014,Otros bienes públicos de carácter social,5674.7
21.0,2014,Protección y promoción social,107503.26
21.0,2014,Urbanismo,402489.96
21.0,2015,Cultura,605999.3
21.0,2015,"Deportes, juventud y esparcimiento",184412.28
21.0,2015,Educación,450852.28
21.0,2015,Inversiones de carácter general,237870.48
21.0,2015,Mantenimiento urbano,9440.34
21.0,2015,Medio ambiente,4220171.38
21.0,2015,Otros bienes públicos de carácter social,3617.88
21.0,2015,Protección Civil y seguridad ciudadana,167315.4
21.0,2015,Protección y promoción social,133430.16
21.0,2015,Urbanismo,6750915.62
21.0,2016,Cultura,482184.86
21.0,2016,"Deportes, juventud y esparcimiento",1048808.5
21.0,2016,Educación,1575107.14
21.0,2016,Inversiones de carácter general,469086.66
21.0,2016,Mantenimiento urbano,278835.68
21.0,2016,Medio ambiente,8059269.1
21.0,2016,Otros bienes públicos de carácter social,3483.62
21.0,2016,Protección Civil y seguridad ciudadana,46861.84
21.0,2016,Protección y promoción social,380818.2
21.0,2016,Urbanismo,13613472.74
21.0,2017,Cultura,1116154.98
21.0,2017,"Deportes, juventud y esparcimiento",1847535.66
21.0,2017,Educación,1733090.7
21.0,2017,Inversiones de carácter general,644909.14
21.0,2017,Mantenimiento urbano,481309.04
21.0,2017,Medio ambiente,2146125.96
21.0,2017,Otros bienes públicos de carácter social,44861.36
21.0,2017,Protección Civil y seguridad ciudadana,53039.74
21.0,2017,Protección y promoción social,296528.54
21.0,2017,Urbanismo,639048.52
21.0,2018,Cultura,2616254.84
21.0,2018,"Deportes, juventud y esparcimiento",4898329.3
21.0,2018,Educación,2955840.98
21.0,2018,Inversiones de carácter general,149424.64
21.0,2018,Mantenimiento urbano,51788.04
21.0,2018,Medio ambiente,322503.22
21.0,2018,Protección Civil y seguridad ciudadana,189360.34
21.0,2018,Protección y promoción social,436883.18
21.0,2018,Urbanismo,1249184.08
21.0,2019,Cultura,2846044.86
21.0,2019,"Deportes, juventud y esparcimiento",1260566.68
21.0,2019,Educación,1291115.26
21.0,2019,Inversiones de carácter general,46454.0
21.0,2019,Mantenimiento urbano,3933.04
21.0,2019,Medio ambiente,2724480.92
21.0,2019,Otros bienes públicos de carácter social,2089.38
21.0,2019,Protección y promoción social,2327475.34
21.0,2019,Urbanismo,6207291.2
21.0,2020,Cultura,2189033.64
21.0,2020,"Deportes, juventud y esparcimiento",3674492.42
21.0,2020,Educación,1052770.38
21.0,2020,Infraestructuras,215683.28
21.0,2020,Inversiones de carácter general,416097.10000000003
21.0,2020,Medio ambiente,3494965.62
21.0,2020,Otros bienes públicos de carácter social,201816.56
21.0,2020,Protección Civil y seguridad ciudadana,0.0
21.0,2020,Protección y promoción social,336178.54
21.0,2020,Urbanismo,3711743.24
21.0,2021,Cultura,2740039.72
21.0,2021,"Deportes, juventud y esparcimiento",4368656.0
21.0,2021,Educación,1461596.38
21.0,2021,Infraestructuras,143788.84
21.0,2021,Inversiones de carácter general,23946.88
21.0,2021,Mantenimiento urbano,2850268.2
21.0,2021,Medio ambiente,1491033.72
21.0,2021,Otros bienes públicos de carácter social,4510.88
21.0,2021,Protección Civil y seguridad ciudadana,349248.56
21.0,2021,Protección y promoción social,24084.94
21.0,2021,Urbanismo,6705035.74
21.0,2022,Cultura,2363992.5
21.0,2022,"Deportes, juventud y esparcimiento",5494147.54
21.0,2022,Educación,1283986.56
21.0,2022,Inversiones de carácter general,367486.24
21.0,2022,Mantenimiento urbano,8618197.48
21.0,2022,Medio ambiente,645442.22
21.0,2022,Otros bienes públicos de carácter social,14207.82
21.0,2022,Protección Civil y seguridad ciudadana,63172.34
21.0,2022,Protección y promoción social,105930.74
21.0,2022,Urbanismo,11091109.64
